Date,BTC,ETH,DOGE,DOT
2021-07-08 00:00:00 UTC,33932.25464,2317.236943,0.225015104,16.8438017
2021-07-09 00:00:00 UTC,32933.5782,2126.442467,0.206084543,15.38042947
2021-07-10 00:00:00 UTC,33971.29775,2156.580957,0.218974078,15.73267473
2021-07-11 00:00:00 UTC,33704.53847,2123.058597,0.211767821,15.36268353
2021-07-12 00:00:00 UTC,34299.93802,2144.014257,0.214009787,15.51696018
2021-07-13 00:00:00 UTC,33262.65435,2042.499187,0.207763816,14.93479407
2021-07-14 00:00:00 UTC,32676.3838,1944.395017,0.197754877,14.1431138
2021-07-15 00:00:00 UTC,32878.50187,1997.663314,0.197139179,13.79780165
2021-07-16 00:00:00 UTC,31726.03883,1910.726952,0.182761828,13.04247297
2021-07-17 00:00:00 UTC,31399.65313,1874.20025,0.174833571,12.01687529
2021-07-18 00:00:00 UTC,31588.67135,1899.84275,0.183675222,12.27440991
2021-07-19 00:00:00 UTC,31919.39392,1905.723383,0.184289571,12.77284726
2021-07-20 00:00:00 UTC,30928.21191,1824.929392,0.172887681,11.53903772
2021-07-21 00:00:00 UTC,29971.90378,1794.973425,0.172966487,11.07433557
2021-07-22 00:00:00 UTC,32383.78113,2003.723921,0.191587942,12.40154204
